,name,x0,x1,x2,x3,class
109,110.jpg,2005,457,2041,493,1
110,110.jpg,2006,315,2035,351,1
111,110.jpg,4,0,343,500,2
112,110.jpg,2057,0,2442,500,2
113,111.jpg,0,0,348,500,2
114,111.jpg,2053,0,2445,500,2
115,112.jpg,0,0,349,500,2
116,112.jpg,2056,0,2446,500,2
117,113.jpg,2012,0,2044,18,1
118,113.jpg,1897,0,1928,26,1
119,113.jpg,1791,132,1823,170,1
120,113.jpg,1724,438,1755,473,1
121,113.jpg,1898,149,1927,179,1
122,113.jpg,2008,350,2036,383,1
123,113.jpg,2002,98,2030,130,1
124,113.jpg,1777,363,1813,400,1
125,113.jpg,1841,259,1872,291,1
126,113.jpg,1997,233,2029,266,1
127,113.jpg,1883,379,1915,410,1
128,113.jpg,1971,427,1998,459,1
129,113.jpg,1841,432,1869,467,1
130,113.jpg,0,0,347,500,2
131,113.jpg,2055,0,2444,500,2
132,114.jpg,1930,180,1961,221,1
133,114.jpg,338,50,367,94,1
134,114.jpg,0,0,350,500,2
135,114.jpg,2058,0,2444,500,2
136,115.jpg,0,0,348,500,2
137,115.jpg,2057,0,2442,500,2
138,116.jpg,3,0,340,500,2
139,116.jpg,2052,0,2447,500,2
140,117.jpg,3,0,342,500,2
141,117.jpg,2054,0,2447,500,2
142,118.jpg,0,0,349,500,2
143,118.jpg,2054,0,2446,500,2
144,119.jpg,0,0,347,500,2
145,119.jpg,2054,0,2447,500,2
146,12.jpg,1861,345,1895,372,1
147,12.jpg,2015,234,2037,263,1
148,12.jpg,1936,476,1975,497,1
149,12.jpg,1989,475,2025,496,1
150,12.jpg,1582,437,1609,466,1
151,12.jpg,1840,351,1868,377,1
152,12.jpg,1527,70,1557,101,1
153,12.jpg,2009,0,2043,18,1
154,12.jpg,1761,91,1792,118,1
155,12.jpg,1797,346,1826,373,1
156,12.jpg,1709,229,1736,254,1
157,12.jpg,1463,218,1488,248,1
158,12.jpg,1801,458,1834,485,1
159,12.jpg,1757,0,1788,27,1
160,12.jpg,1879,39,1905,67,1
161,12.jpg,2000,320,2029,352,1
162,12.jpg,1698,78,1723,106,1
163,12.jpg,1694,458,1726,485,1
164,12.jpg,1996,44,2022,72,1
165,12.jpg,1634,372,1665,406,1
166,12.jpg,1996,176,2027,206,1
167,12.jpg,1936,43,1962,71,1
168,12.jpg,1746,394,1776,421,1
169,12.jpg,1646,237,1682,266,1
170,12.jpg,1985,398,2015,424,1
171,12.jpg,1961,115,1987,144,1
172,12.jpg,1740,279,1773,311,1
173,12.jpg,1782,189,1810,221,1
174,12.jpg,2010,106,2039,135,1
175,12.jpg,1803,93,1834,117,1
176,12.jpg,1719,151,1748,179,1
177,12.jpg,1573,170,1602,203,1
178,12.jpg,1947,345,1977,374,1
179,12.jpg,1931,185,1955,217,1
180,12.jpg,1907,301,1933,332,1
181,12.jpg,1648,88,1679,118,1
182,12.jpg,1845,154,1872,185,1
183,12.jpg,1563,301,1596,333,1
184,12.jpg,1893,420,1928,448,1
185,12.jpg,1964,255,2000,284,1
186,12.jpg,1821,246,1855,275,1
187,12.jpg,1894,118,1929,146,1
188,12.jpg,1692,340,1724,372,1
189,12.jpg,1887,228,1913,260,1
190,12.jpg,0,0,337,500,2
191,12.jpg,2041,0,2448,500,2
192,120.jpg,0,0,348,500,2
193,120.jpg,2052,0,2448,500,2
194,121.jpg,0,0,349,500,2
195,121.jpg,2053,0,2447,500,2
196,122.jpg,0,0,348,500,2
197,122.jpg,2054,0,2446,500,2
198,123.jpg,3,0,341,500,2
199,123.jpg,2054,0,2447,500,2
200,124.jpg,2008,14,2045,55,1
201,124.jpg,1885,137,1917,173,1
202,124.jpg,2001,419,2033,453,1
203,124.jpg,1845,317,1877,355,1
204,124.jpg,1991,295,2026,330,1
205,124.jpg,2007,151,2039,185,1
206,124.jpg,1885,429,1917,460,1
207,124.jpg,0,0,346,500,2
208,124.jpg,2056,0,2442,500,2
209,125.jpg,3,0,342,500,2
210,125.jpg,2059,0,2443,500,2
211,126.jpg,1252,315,1297,373,1
212,126.jpg,0,0,349,500,2
213,126.jpg,2055,0,2446,500,2
214,127.jpg,2014,194,2047,232,1
215,127.jpg,0,0,349,500,2
216,127.jpg,2059,0,2443,500,2
217,128.jpg,0,0,349,500,2
218,128.jpg,2055,0,2446,500,2
219,129.jpg,916,0,974,499,3
220,129.jpg,3,0,343,500,2
221,129.jpg,2058,0,2443,500,2
222,13.jpg,3,0,343,500,2
223,13.jpg,2062,0,2442,500,2
224,130.jpg,0,0,351,500,2
225,130.jpg,2059,0,2442,500,2
226,131.jpg,0,0,351,500,2
227,131.jpg,2055,0,2447,500,2
228,132.jpg,0,0,350,500,2
229,132.jpg,2055,0,2446,500,2
230,133.jpg,0,0,349,500,2
231,133.jpg,2054,0,2448,500,2
232,134.jpg,0,0,349,500,2
233,134.jpg,2055,0,2448,500,2
234,135.jpg,1994,452,2030,485,1
235,135.jpg,2001,11,2032,45,1
236,135.jpg,2008,158,2037,191,1
237,135.jpg,1991,306,2022,340,1
238,135.jpg,1885,408,1913,441,1
239,135.jpg,0,0,348,500,2
240,135.jpg,2055,0,2441,500,2
241,136.jpg,2024,68,2050,104,1
242,136.jpg,0,0,352,500,2
243,136.jpg,2054,0,2446,500,2
244,137.jpg,4,0,343,500,2
245,137.jpg,2056,0,2447,500,2
246,138.jpg,1701,88,1736,128,1
247,138.jpg,0,0,347,500,2
248,138.jpg,2053,0,2447,500,2
249,139.jpg,781,189,818,240,1
250,139.jpg,0,0,349,500,2
251,139.jpg,2060,0,2443,500,2
252,14.jpg,1789,222,1818,247,1
253,14.jpg,1732,425,1768,456,1
254,14.jpg,1971,479,2005,499,1
255,14.jpg,1661,0,1692,15,1
256,14.jpg,1947,413,1977,439,1
257,14.jpg,1908,118,1935,143,1
258,14.jpg,1921,475,1950,498,1
259,14.jpg,1815,300,1860,326,1
260,14.jpg,1528,215,1555,243,1
261,14.jpg,1860,474,1892,498,1
262,14.jpg,1877,112,1901,139,1
263,14.jpg,2017,147,2039,176,1
264,14.jpg,1696,223,1729,250,1
265,14.jpg,1753,228,1787,255,1
266,14.jpg,1716,152,1763,179,1
267,14.jpg,2010,272,2034,302,1
268,14.jpg,1998,425,2030,453,1
269,14.jpg,1972,114,2000,141,1
270,14.jpg,1756,75,1789,102,1
271,14.jpg,1744,433,1771,465,1
272,14.jpg,1633,217,1663,244,1
273,14.jpg,1549,23,1579,56,1
274,14.jpg,1599,405,1630,434,1
275,14.jpg,1566,286,1598,318,1
276,14.jpg,1538,386,1566,420,1
277,14.jpg,1929,338,1954,365,1
278,14.jpg,1985,347,2022,376,1
279,14.jpg,2014,78,2040,106,1
280,14.jpg,1706,72,1737,100,1
281,14.jpg,1820,408,1849,436,1
282,14.jpg,1871,347,1901,377,1
283,14.jpg,1997,13,2031,41,1
284,14.jpg,1959,275,1987,304,1
285,14.jpg,1698,407,1728,436,1
286,14.jpg,1729,0,1769,23,1
287,14.jpg,1927,46,1959,73,1
288,14.jpg,1651,124,1677,156,1
289,14.jpg,1569,139,1598,170,1
290,14.jpg,1905,415,1931,441,1
291,14.jpg,1938,186,1966,214,1
292,14.jpg,1905,255,1935,284,1
293,14.jpg,1813,72,1842,101,1
294,14.jpg,1810,154,1851,180,1
295,14.jpg,1763,343,1798,373,1
296,14.jpg,1613,19,1642,51,1
297,14.jpg,1712,300,1745,330,1
298,14.jpg,1995,201,2026,230,1
299,14.jpg,1874,211,1899,245,1
300,14.jpg,1649,322,1677,356,1
301,14.jpg,1875,18,1901,49,1
302,14.jpg,0,0,338,500,2
303,14.jpg,2041,0,2447,500,2
304,140.jpg,0,0,351,500,2
305,140.jpg,2062,0,2443,500,2
306,141.jpg,3,0,344,500,2
307,141.jpg,2056,0,2448,500,2
308,142.jpg,0,0,352,500,2
309,142.jpg,2057,0,2445,500,2
310,143.jpg,4,0,344,500,2
311,143.jpg,2057,0,2447,500,2
312,144.jpg,1969,17,2001,48,1
313,144.jpg,2022,32,2054,66,1
314,144.jpg,0,0,352,500,2
315,144.jpg,2062,0,2442,500,2
316,145.jpg,2004,472,2038,498,1
317,145.jpg,2013,318,2044,348,1
318,145.jpg,2020,87,2049,119,1
319,145.jpg,1921,312,1955,348,1
320,145.jpg,3,0,344,500,2
321,145.jpg,2061,0,2443,500,2
322,146.jpg,1682,425,1708,456,1
323,146.jpg,1423,269,1505,343,1
324,146.jpg,0,0,348,500,2
325,146.jpg,2058,0,2442,500,2
326,147.jpg,1935,148,1963,177,1
327,147.jpg,1920,303,1951,331,1
328,147.jpg,2028,77,2053,107,1
329,147.jpg,2015,370,2041,401,1
330,147.jpg,2017,218,2045,250,1
331,147.jpg,0,0,351,500,2
332,147.jpg,2061,0,2443,500,2
333,148.jpg,2016,278,2045,312,1
334,148.jpg,3,0,344,500,2
335,148.jpg,2055,0,2446,500,2
336,149.jpg,0,0,351,500,2
337,149.jpg,2062,0,2443,500,2
338,15.jpg,0,0,347,500,2
339,15.jpg,2053,0,2446,500,2
340,150.jpg,0,0,352,500,2
341,150.jpg,2061,0,2442,500,2
342,151.jpg,779,307,818,355,1
343,151.jpg,0,0,350,500,2
344,151.jpg,2059,0,2443,500,2
345,152.jpg,0,0,351,500,2
346,152.jpg,2058,0,2446,500,2
347,153.jpg,0,0,351,500,2
348,153.jpg,2062,0,2442,500,2
349,154.jpg,0,0,351,500,2
350,154.jpg,2063,0,2442,500,2
351,155.jpg,0,0,351,500,2
352,155.jpg,2062,0,2442,500,2
353,156.jpg,3,0,342,500,2
354,156.jpg,2057,0,2447,500,2
355,157.jpg,2006,264,2037,302,1
356,157.jpg,1979,443,2021,483,1
357,157.jpg,0,0,349,500,2
358,157.jpg,2053,0,2446,500,2
359,158.jpg,3,0,344,500,2
360,158.jpg,2061,0,2442,500,2
361,159.jpg,0,0,351,500,2
362,159.jpg,2061,0,2442,500,2
363,16.jpg,0,0,348,500,2
364,16.jpg,2058,0,2444,500,2
365,160.jpg,0,0,352,500,2
366,160.jpg,2062,0,2443,500,2
367,161.jpg,0,0,351,500,2
368,161.jpg,2062,0,2442,500,2
369,162.jpg,4,0,345,500,2
370,162.jpg,2058,0,2446,500,2
371,163.jpg,779,300,818,351,1
372,163.jpg,0,0,350,500,2
373,163.jpg,2059,0,2443,500,2
374,164.jpg,3,0,344,500,2
375,164.jpg,2062,0,2443,500,2
376,165.jpg,3,0,344,500,2
377,165.jpg,2061,0,2442,500,2
378,166.jpg,0,0,351,500,2
379,166.jpg,2062,0,2441,500,2
380,167.jpg,3,0,344,500,2
381,167.jpg,2057,0,2447,500,2
382,168.jpg,2000,220,2035,258,1
383,168.jpg,1996,391,2025,425,1
384,168.jpg,0,0,347,500,2
385,168.jpg,2054,0,2446,500,2
386,169.jpg,0,0,351,500,2
387,169.jpg,2062,0,2443,500,2
388,17.jpg,1977,301,2016,325,1
389,17.jpg,1915,476,1954,497,1
390,17.jpg,1995,299,2027,324,1
391,17.jpg,1849,0,1881,16,1
392,17.jpg,1819,288,1856,313,1
393,17.jpg,1918,66,1949,91,1
394,17.jpg,1885,0,1923,18,1
395,17.jpg,1941,222,1968,247,1
396,17.jpg,1907,146,1947,170,1
397,17.jpg,1529,163,1556,195,1
398,17.jpg,1954,65,1984,89,1
399,17.jpg,1649,427,1677,452,1
400,17.jpg,2002,150,2030,177,1
401,17.jpg,1797,290,1833,315,1
402,17.jpg,1792,177,1823,203,1
403,17.jpg,1989,3,2033,26,1
404,17.jpg,1913,293,1948,319,1
405,17.jpg,1795,0,1831,18,1
406,17.jpg,1698,355,1727,383,1
407,17.jpg,1537,464,1567,491,1
408,17.jpg,1999,76,2032,103,1
409,17.jpg,1862,455,1891,486,1
410,17.jpg,1872,222,1907,249,1
411,17.jpg,1766,46,1793,74,1
412,17.jpg,1876,368,1910,393,1
413,17.jpg,1651,132,1686,160,1
414,17.jpg,1753,174,1780,202,1
415,17.jpg,1963,299,1996,325,1
416,17.jpg,1876,64,1901,90,1
417,17.jpg,1967,147,1997,172,1
418,17.jpg,1737,283,1766,312,1
419,17.jpg,1614,198,1645,229,1
420,17.jpg,1819,391,1846,418,1
421,17.jpg,2000,369,2028,399,1
422,17.jpg,1823,80,1851,110,1
423,17.jpg,1705,0,1742,24,1
424,17.jpg,1718,434,1758,460,1
425,17.jpg,1601,461,1631,489,1
426,17.jpg,1549,278,1586,311,1
427,17.jpg,1601,56,1632,87,1
428,17.jpg,1643,281,1675,312,1
429,17.jpg,1987,227,2028,256,1
430,17.jpg,1722,94,1756,123,1
431,17.jpg,1981,447,2019,474,1
432,17.jpg,1704,223,1734,254,1
433,17.jpg,1748,361,1779,390,1
434,17.jpg,1933,386,1959,417,1
435,17.jpg,0,0,338,500,2
436,17.jpg,2043,0,2447,500,2
437,170.jpg,3,0,344,500,2
438,170.jpg,2062,0,2443,500,2
439,171.jpg,0,0,351,500,2
440,171.jpg,2055,0,2446,500,2
441,172.jpg,0,0,351,500,2
442,172.jpg,2059,0,2443,500,2
443,173.jpg,0,0,349,500,2
444,173.jpg,2059,0,2443,500,2
445,174.jpg,3,0,343,500,2
446,174.jpg,2054,0,2447,500,2
447,175.jpg,779,306,817,355,1
448,175.jpg,0,0,350,500,2
449,175.jpg,2059,0,2443,500,2
450,176.jpg,0,0,350,500,2
451,176.jpg,2058,0,2442,500,2
452,177.jpg,0,0,349,500,2
453,177.jpg,2055,0,2446,500,2
454,178.jpg,4,0,343,500,2
455,178.jpg,2055,0,2447,500,2
456,179.jpg,0,0,348,500,2
457,179.jpg,2053,0,2447,500,2
458,18.jpg,1910,360,1961,385,1
459,18.jpg,1849,57,1906,81,1
460,18.jpg,1917,209,1955,233,1
461,18.jpg,1875,57,1919,80,1
462,18.jpg,1705,269,1731,296,1
463,18.jpg,2021,250,2046,278,1
464,18.jpg,1927,53,1953,78,1
465,18.jpg,1875,207,1902,230,1
466,18.jpg,1947,361,1975,385,1
467,18.jpg,1704,122,1727,152,1
468,18.jpg,1876,434,1909,457,1
469,18.jpg,1931,0,1971,13,1
470,18.jpg,2026,314,2047,350,1
471,18.jpg,1920,431,1947,455,1
472,18.jpg,1722,201,1750,227,1
473,18.jpg,1793,312,1822,339,1
474,18.jpg,1877,130,1904,156,1
475,18.jpg,1956,208,1988,234,1
476,18.jpg,1839,431,1866,453,1
477,18.jpg,1830,317,1864,345,1
478,18.jpg,1801,124,1829,150,1
479,18.jpg,1975,441,2018,465,1
480,18.jpg,1968,283,1998,309,1
481,18.jpg,1844,56,1872,83,1
482,18.jpg,1915,132,1947,158,1
483,18.jpg,2027,61,2052,89,1
484,18.jpg,1743,127,1776,153,1
485,18.jpg,1659,191,1688,223,1
486,18.jpg,1922,287,1961,313,1
487,18.jpg,1881,278,1908,306,1
488,18.jpg,1523,421,1556,449,1
489,18.jpg,1786,430,1821,455,1
490,18.jpg,1695,434,1728,464,1
491,18.jpg,1745,272,1772,299,1
492,18.jpg,1742,53,1785,79,1
493,18.jpg,1826,210,1861,237,1
494,18.jpg,2001,167,2028,197,1
495,18.jpg,1736,365,1767,395,1
496,18.jpg,1904,359,1937,386,1
497,18.jpg,1600,352,1632,383,1
498,18.jpg,1777,204,1805,232,1
499,18.jpg,1564,108,1595,140,1
500,18.jpg,1659,306,1693,338,1
501,18.jpg,1521,283,1554,319,1
502,18.jpg,1627,48,1660,78,1
503,18.jpg,1606,214,1633,249,1
504,18.jpg,1988,363,2025,391,1
505,18.jpg,1975,98,2015,126,1
506,18.jpg,1998,6,2024,39,1
507,18.jpg,0,0,338,500,2
508,18.jpg,2041,0,2448,500,2
509,180.jpg,2009,300,2037,332,1
510,180.jpg,1922,208,1954,245,1
511,180.jpg,3,0,343,500,2
512,180.jpg,2055,0,2447,500,2
513,181.jpg,2011,371,2040,399,1
514,181.jpg,1963,198,1996,239,1
515,181.jpg,0,0,350,500,2
516,181.jpg,2055,0,2445,500,2
517,182.jpg,1921,350,1951,382,1
518,182.jpg,3,0,342,500,2
519,182.jpg,2054,0,2446,500,2
520,183.jpg,0,0,349,500,2
521,183.jpg,2058,0,2443,500,2
522,184.jpg,0,0,351,500,2
523,184.jpg,2055,0,2447,500,2
524,185.jpg,4,0,344,500,2
525,185.jpg,2061,0,2442,500,2
526,186.jpg,3,0,342,500,2
527,186.jpg,2061,0,2442,500,2
528,187.jpg,3,0,342,500,2
529,187.jpg,2055,0,2447,500,2
530,188.jpg,0,0,351,500,2
531,188.jpg,2061,0,2443,500,2
532,189.jpg,3,0,344,500,2
533,189.jpg,2060,0,2443,500,2
534,19.jpg,2029,150,2050,182,1
535,19.jpg,1706,35,1732,62,1
536,19.jpg,1557,335,1587,367,1
537,19.jpg,1870,185,1893,213,1
538,19.jpg,1827,257,1852,284,1
539,19.jpg,1700,264,1746,293,1
540,19.jpg,1912,334,1940,361,1
541,19.jpg,1833,117,1864,144,1
542,19.jpg,2022,149,2042,178,1
543,19.jpg,1916,202,1946,230,1
544,19.jpg,1728,161,1760,190,1
545,19.jpg,1936,45,1968,72,1
546,19.jpg,1694,417,1725,445,1
547,19.jpg,1868,383,1897,409,1
548,19.jpg,1914,123,1946,147,1
549,19.jpg,1648,338,1682,368,1
550,19.jpg,1735,342,1780,370,1
551,19.jpg,1996,7,2025,34,1
552,19.jpg,2008,381,2033,411,1
553,19.jpg,1783,152,1814,179,1
554,19.jpg,1811,342,1842,370,1
555,19.jpg,1967,124,2001,151,1
556,19.jpg,1981,445,2010,474,1
557,19.jpg,1783,260,1812,291,1
558,19.jpg,1784,417,1816,444,1
559,19.jpg,1948,276,1981,303,1
560,19.jpg,2005,287,2034,323,1
561,19.jpg,2011,73,2039,105,1
562,19.jpg,1874,274,1908,301,1
563,19.jpg,1885,45,1915,72,1
564,19.jpg,1963,347,1995,373,1
565,19.jpg,1991,208,2025,236,1
566,19.jpg,1771,43,1816,71,1
567,19.jpg,1917,424,1957,450,1
568,19.jpg,0,0,339,500,2
569,19.jpg,2042,0,2447,500,2
570,190.jpg,0,0,348,500,2
571,190.jpg,2053,0,2445,500,2
572,191.jpg,0,0,351,500,2
573,191.jpg,2061,0,2442,500,2
574,192.jpg,3,0,343,500,2
575,192.jpg,2061,0,2443,500,2
576,193.jpg,0,0,351,500,2
577,193.jpg,2061,0,2442,500,2
578,194.jpg,3,0,343,500,2
579,194.jpg,2061,0,2443,500,2
580,195.jpg,3,0,343,500,2
581,195.jpg,2055,0,2446,500,2
582,196.jpg,0,0,352,500,2
583,196.jpg,2062,0,2442,500,2
584,197.jpg,3,0,343,500,2
585,197.jpg,2061,0,2442,500,2
586,198.jpg,0,0,350,500,2
587,198.jpg,2062,0,2443,500,2
588,199.jpg,0,0,350,500,2
589,199.jpg,2059,0,2443,500,2
590,2.jpg,0,0,351,500,2
591,2.jpg,2061,0,2442,500,2
592,20.jpg,1919,484,1956,500,1
593,20.jpg,1765,242,1790,268,1
594,20.jpg,1686,475,1720,498,1
595,20.jpg,2009,114,2041,142,1
596,20.jpg,1733,171,1760,201,1
597,20.jpg,1838,409,1865,436,1
598,20.jpg,2019,32,2042,61,1
599,20.jpg,1694,335,1725,364,1
600,20.jpg,1647,210,1673,239,1
601,20.jpg,1716,247,1748,276,1
602,20.jpg,1595,208,1624,238,1
603,20.jpg,1894,399,1919,426,1
604,20.jpg,1928,30,1952,59,1
605,20.jpg,2003,274,2033,304,1
606,20.jpg,1748,340,1776,370,1
607,20.jpg,1983,446,2011,475,1
608,20.jpg,1700,99,1731,132,1
609,20.jpg,1604,72,1635,104,1
610,20.jpg,1844,7,1871,38,1
611,20.jpg,1798,327,1826,356,1
612,20.jpg,1822,220,1855,249,1
613,20.jpg,1972,55,2000,86,1
614,20.jpg,1728,30,1783,56,1
615,20.jpg,1937,340,1976,367,1
616,20.jpg,1878,77,1913,107,1
617,20.jpg,2003,373,2029,406,1
618,20.jpg,1875,287,1904,317,1
619,20.jpg,1945,132,1972,163,1
620,20.jpg,1888,178,1919,208,1
621,20.jpg,1987,193,2027,224,1
622,20.jpg,1935,236,1964,271,1
623,20.jpg,1787,113,1837,140,1
624,20.jpg,0,0,341,500,2
625,20.jpg,2043,0,2446,500,2
626,200.jpg,4,0,344,500,2
627,200.jpg,2061,0,2441,500,2
628,201.jpg,0,0,347,500,2
629,201.jpg,2054,0,2445,500,2
630,202.jpg,3,0,343,500,2
631,202.jpg,2062,0,2442,500,2
632,203.jpg,3,0,343,500,2
633,203.jpg,2062,0,2443,500,2
634,204.jpg,4,0,344,500,2
635,204.jpg,2062,0,2443,500,2
636,205.jpg,4,0,344,500,2
637,205.jpg,2061,0,2443,500,2
638,206.jpg,0,0,353,500,2
639,206.jpg,2063,0,2443,500,2
640,207.jpg,4,0,345,500,2
641,207.jpg,2061,0,2443,500,2
642,208.jpg,3,0,344,500,2
643,208.jpg,2061,0,2443,500,2
644,209.jpg,0,0,351,500,2
645,209.jpg,2061,0,2442,500,2
646,21.jpg,1484,353,1510,380,1
647,21.jpg,1479,12,1507,34,1
648,21.jpg,2004,472,2029,496,1
649,21.jpg,1908,183,1940,206,1
650,21.jpg,1903,0,1937,17,1
651,21.jpg,2021,129,2044,157,1
652,21.jpg,1718,472,1761,494,1
653,21.jpg,1912,468,1941,493,1
654,21.jpg,2016,54,2044,86,1
655,21.jpg,1658,124,1686,151,1
656,21.jpg,1776,392,1803,420,1
657,21.jpg,1879,399,1907,426,1
658,21.jpg,1776,245,1807,271,1
659,21.jpg,1611,11,1642,40,1
660,21.jpg,1825,444,1858,476,1
661,21.jpg,1734,169,1767,198,1
662,21.jpg,1762,10,1790,38,1
663,21.jpg,1973,0,2011,24,1
664,21.jpg,1700,245,1733,272,1
665,21.jpg,1695,395,1727,423,1
666,21.jpg,1938,392,1963,419,1
667,21.jpg,1885,97,1914,124,1
668,21.jpg,1613,390,1643,421,1
669,21.jpg,2011,248,2038,278,1
670,21.jpg,1886,273,1915,301,1
671,21.jpg,1606,239,1643,270,1
672,21.jpg,1837,179,1869,206,1
673,21.jpg,1969,98,1998,127,1
674,21.jpg,1978,413,2019,438,1
675,21.jpg,1731,321,1772,348,1
676,21.jpg,1934,62,1961,90,1
677,21.jpg,1944,255,1980,284,1
678,21.jpg,1814,323,1858,352,1
679,21.jpg,1709,61,1738,93,1
680,21.jpg,1979,184,2016,211,1
681,21.jpg,1536,33,1564,66,1
682,21.jpg,1984,330,2027,359,1
683,21.jpg,1783,100,1817,130,1
684,21.jpg,1837,27,1873,53,1
685,21.jpg,0,0,339,500,2
686,21.jpg,2044,0,2448,500,2
687,210.jpg,4,0,345,500,2
688,210.jpg,2063,0,2442,500,2
689,211.jpg,0,0,349,500,2
690,211.jpg,2059,0,2443,500,2
691,212.jpg,0,0,348,500,2
692,212.jpg,2055,0,2447,500,2
693,213.jpg,3,0,344,500,2
694,213.jpg,2062,0,2443,500,2
695,214.jpg,4,0,345,500,2
696,214.jpg,2062,0,2442,500,2
697,215.jpg,3,0,345,500,2
698,215.jpg,2062,0,2442,500,2
699,216.jpg,3,0,345,500,2
700,216.jpg,2063,0,2442,500,2
701,217.jpg,3,0,343,500,2
702,217.jpg,2062,0,2443,500,2
703,218.jpg,3,0,345,500,2
704,218.jpg,2057,0,2446,500,2
705,219.jpg,4,0,345,500,2
706,219.jpg,2057,0,2446,500,2
707,22.jpg,1723,144,1746,172,1
708,22.jpg,1638,114,1666,142,1
709,22.jpg,2010,392,2035,422,1
710,22.jpg,1921,6,1950,31,1
711,22.jpg,1976,125,2005,152,1
